a,Unnamed: 0,company_name,email,home_page,phone_number,street_address,url
3134,,BALKAN LLOYD LTD,sales@balkanlloyd.com,www.balkanlloyd.com,+359 (0)2 960 8181,"Dragan Tzankov Blvd 31A, BG-1113 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_01.html
3135,,BULGARIAN VIP TRAVEL LTD,cargo@bgviptravel.com,www.bgviptravel.com,+359 (0)2 937 33 68,"Sofia Airport, Bld 2, Entr 1, Fl 3, Office 9, BG-1540 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_01.html
3136,,AEROLIFT LOGISTICS LTD,office@aeroliftlogistics.com,www.aeroliftlogistics.com,+359 (0)2 945 94 06,"10 Nedelcho Bonchev Str, Technotest Area, BG-1528 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_01.html
3137,,EUROHUB LTD,air@eurohub.biz,www.eurohub.biz,+359 (0)2 919 91 78,"56 Christopher Columbus blvd, BG-1592 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_01.html
3138,,FLEX CARGO BULGARIA LTD,velin.jeliaskov@flexcargo-bg.com,www.flyingcargo-bg.com,+359 (0)2 942 94 94,"Iztochna Tangenta 100, BG-1592 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_01.html
3139,,FLYING CARGO BULGARIA LTD,,www.flyingcargo-bg.com,+359 (0)2 942 04 94,"Iztochna Tangenta 100, BG-1540 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_01.html
3140,,FREELINE LTD,velin@freeline.bg,www.freeline.bg,+359 (0)2 915 11 41,"18-20 Iordan Iovkov Str, Entr A, Fl 1, BG-1408 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_01.html
3141,,GLOBAL TRANS-BULGARIA LTD,davidov@intech.bg,,+359 (0)2 937 34 24,"Sofia Airport, 1 Brussels Blvd, Block 3, 2nd Floor, Office 2, BG-1540 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_01.html
3142,,IN TIME CARGO LTD,intime@intime.bg,www.intime.bg,+359 (0)2 960 99,"41 Nedelcho Bonchev Str, BG-1528 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_01.html
3143,,DSV AIR & SEA LTD,salesairsea@bg.dsv.com,,+359 (0)2 926 78 94,"16 Nedelcho Bonchev Str, Industrial Zone Gara Iskar, BG-1592 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_01.html
3144,,EXTRANS LTD,head.office@extrans-bg.com,www.extrans-bg.com,+359 (0)2 980 63 39,"20 Pozitano St., BG-1301 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_01.html
3145,,M & M AIR CARGO SERVICE BULGARIA LTD,sales@mumairsof.com,www.mumnet.com,+359 (0)2 806 25 10,"16 Pimen Zografski Str, Entrance A, Office 1, BG-1172 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_01.html
3146,,RIGHT AIR LTD,ops@rightair.net,www.rightair.net,+359 (0)2 490 0710,"1540  Sofia Airport, Brussels blvd 1, BG-1540 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_01.html
3147,,STAR CARGO LTD,aircargo@starcargo.biz,www.starcargo.biz,+359 (0)2 978 2118,"Sofia Airport, Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_01.html
3148,,NTZ LOGISTICS LTD,sales@sofia.ntzlogistics.bg,www.ntzlogistics.bg,+359 (0)2 942 30 80,"7 Iskarsko Chaussee Blvd, Trade Center Europe, Building 15, Office 8, BG-1528 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_01.html
3149,,KG SID LTD,sales@kgsid.com,kgsid.com,+359 (0)2 944 29 49,"Zh K Dianabad, Bl 3A, Fl 13, Suite 78, BG-1172 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_01.html
3150,,MEDICALOG LTD,info@medicalog-ltd.com,www.medicalog-ltd.com,+359 (0)2 937 34 40,"Office 1 Building 3, 2nd Floor, Sofia Airport, BG-1540 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_02.html
3151,,MAURICE WARD & CO LTD,bulgaria@mauriceward.com,www.mauriceward.com,+359 (0)29 459 279,"1 Brussels Blvd Sofia Airport, BG-1540 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_02.html
3152,,MOST TRANS,office@most-trans.com,www.most-trans.com,+359 (0)2 929 17 53,"78 Trayan Tanev Str, BG-1362 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_02.html
3153,,ROSSIN 90 LTD,stefan.kolarov@rossin.eu,www.rossin.eu,+359 (0)2 807 66 80,"Business Park  Bldg 12 B, Floor 1, BG-1766 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_02.html
3154,,S.L. SOFIA LOGISTICS LTD,office@slogistics.com,www.slogistics.com,+359 (0)2 945 60 10,"Airport Sofia - North, Heli Air Zone, BG-1540 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_02.html
3155,,WORLD TRANSPORT OVERSEAS BULGARIA LTD,office@wto.bg,,+359 (0)359 2 8581930,"52G, Borovo Street, Office 9, Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_02.html
3156,,WORLD TRANSPORT OVERSEAS BULGARIA LTD,sales@wto.bg,www.wto.bg,+359 (0)2 958 15 31,"52 Borovo St, Fl 6, Office 9, BG-1680 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_02.html
3157,,CORSTJENS WORLDWIDE MOVERS-SOFIA,info.sofia@corstjens.com,www.corstjens.com,+359 (0)2 958 97 21,"59 Kostenski vodopad, appart. 15A, BG-1404 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_02.html
3158,,D&D EXPRESS LTD,ddexp@dnd-express.bg,www.dnd-express.bg,"+359 (0)2 817 06 10,","10 Nedelcho Bonchev Str, BG-1528 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_02.html
3159,,DESPRED LTD,info@despred.com,www.despred.com,+359 (0)2 931 39 50,"84 Veslets Street, BG-1202 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_02.html
3160,,DPEX BULGARIA LTD,info@dpexbulgaria.com,www.dpex.eu,+359 (0)2 846 41 81,"Iskar District, Druja 2, 519 Block, Entrance B, Office 2B, BG-1582 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_02.html
3161,,ADVANCE CARGO,sales@advance-cargo.com,www.advance-cargo.com,+359 (0)899 43 00 33,"Drujba, Bl 90, Ent B, Office 38, BG-1592 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_02.html
3162,,AIR LYNX LTD,tanya.gerova@airlynx-bg.com,www.airlynx-bg.com,+359 (0)2 984 05 47,"Airport  Bl 3, Offices 7 & 8, BG-1540 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_02.html
3163,,ADL LTD (ANYWHERE DELIVERY & LOGISTICS LTD),achakarova@adlbg.com,www.adlbg.com,+359 (0)2 978 98 73,"Sofia Airport, 4 Podporuchik Yordan Todoroff, BG-1528 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_02.html
3164,,13-M COMMERCE LTD,13mmya@mbox.contact.bg,,+359 (0)2 978 84 85,"11 Assen Yordanov Boulevard, Box 171, BG-1592 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_02.html
3165,,A LOGISTICS LTD,office@alogistics.bg,www.alogistics.bg,+359 (0)2 439 80 50,"Borovo Dt, Bl 211, Entr A, Floor 1, BG-1680 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_02.html
3166,,AB LOGISTICS LTD,sofia@ablogistics.net,www.ablogistics.net,+359 (0)2 952 17 29,"8 Alabin Str, Office 1, 2nd Floor, BG-1000 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_02.html
3167,,ABC SHIPPING LTD,kartsaklis@abcshipping-bg.com,www.abcshipping-bg.com,+359 (0)2 963 36 28,"Kestenova Gora Street Bl 113, Ent A, 2nd Flr #3, Strelbiste Area, BG-1404 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_02.html
3168,,SAVINO DEL BENE EAD,janet@sdb-bg.com,www.sdb.it,+359 (0)2 980 13 85,"Rakovski Street 123, BG-1000 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_02.html
3169,,SPEED SPED LTD,sales@speedsped.com,www.speedsped.com,+359 (0)2 945 90 65,"Civil Aviation Institute, Bldg 2, Office 5, BG-1540 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_02.html
3170,,SPEEDEX LTD,speedex@speedexair.com,www.speedexair.com,+359 (0)2 945 91 36,"Sofia Airport, Bl 2, Entr 1, Fl 2, BG-1540 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_02.html
3171,,ORBIT LTD,anikolov@orbit.bg,www.orbit.bg,+359 (0)2 970 63 20,"16 Prodan Tarakchiev Str, Airport Area, BG-15400 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_02.html
3172,,ORBIT LTD,air@orbit.bg,www.orbit.bg,+359 (0)2 970 63 00,"16 Prodan Tarakchiev Street, Sofia Airport, BG-1540 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_02.html
3173,,KUEHNE + NAGEL OOD,info.sofia@kuehne-nagel.com,,+359 (0)29 70 39 39,"15 Iskarsko Shosse Blvd., BG-1528 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_02.html
3174,,KUNSTTRANS SPEDITION BULGARIA,kunsttrans@yahoo.com,www.kunsttrans.com,+359 888910621,"2, Christo Belchev St., Floor 5 #13, BU-1000 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_02.html
3175,,MW LOGISTICA OOD,mwlogistica@mwlogistica.com,www.mwlogistica.com,+359 2421 4023,"Iskarsko Shose Blvd. 7, 1528 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_02.html
3176,,SCORPION SHIPPING LTD.,groupage@scorpion-shipping.net,www.scorpion-shipping.net,+359 2 9262700,"18, Parva Balgarska Armia Str., 1220 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_02.html
3177,,TRANSMOND INTERNATIONAL FORWARDING AGENCY,office@transmond.com,www.transmond.com,+359 2 971 7770,"19 Joliot-Curie Str., block 1, floor. 8, Sofia-1113, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_02.html
3178,,"TRANSTERRA LOGISTICS BULGARIA LTD.,",ttl-bulgaria@ttlog.com,www.ttlog.com,+359 2 958 7574,"23, Tvardishki Prohod Str., 1404,  BULGARIA, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_02.html
3179,,VBE CARGO LTD,veselka@vbe-cargo.com,www.vbe-cargo.com,+359 (0)2 490 21 87,"Block 3, Office 13, BG-1540 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia-airport/page_01.html
3180,,UNIMASTERS LOGISTICS SCS LTD,air@unimasters.com,www.unimasters.com,,"Eurogate Logistics Park, 12 Prodan Tarakchiev Street, BG-1592 Sofia Airport, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia-airport/page_01.html
3181,,ABC BULGARIA EOOD,bgsof@abc-airsea.com,www.abc-airsea.com,+359 (0)2 814 09 49,"64 Christopher Columbus Blvd, Sofia Airport Center, Logistics Bldg 3, Entrance 4, Office R, BG-1592 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia-airport/page_01.html
3182,,CARGO-PARTNER EOOD,sof@cargo-partner.com,www.cargo-partner.com,+359 (0)2 814 09 11,"Institute of Air Transportation, Office 109,  BG-1540 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia-airport/page_01.html
3183,,KALIN CARGO AND TOURS LLC,sofap@kct-bg.com,www.kct-bg.com,+359 (0)2 937 33 69,"Block 3, Floor 1, BG-1540 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia-airport/page_01.html
3184,,MAS CARGO LTD,mascargo@bgcell.net,www.mas-cargo.com,+359 (0)2 937 33 75,"Bl 1, Entry 1, Floor 2, BG-1540 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia-airport/page_01.html
3185,,AGA LOGISTICS LTD,logisticaga@mail.bg,www.agalogistics.eu,+359 (0)888 53 79 10,"Airport Sofia, Bl 2, Vh 2, Office 13, BG-1540 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia-airport/page_01.html
3186,,ARIS CARGO LTD,,www.ariscargo.bg,+359 (0)2 945 94 00,"Bl 3, Fl 2, Office 6 and 7, BG-1540 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia-airport/page_01.html
3187,,ATLAS CARGO LTD,office@atlas-cargo.bg,www.atlas-cargo.bg,+359 (0)2 945 9068,"Block 3, Office 5, BG-1540 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia-airport/page_01.html
3188,,BODA AIR CARGO LTD,bodaair@abv.bg,www.bodaair.wordpress.com,+359 (0)88 763 05 19,"Sofia Airport Bl 1 Entr 2, BG-1405 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia-airport/page_01.html
3189,,BULGARIAN ANIMAL TRANSPORT LTD,office@bat-bg.com,www.bat-bg.com,+359 (0)2 945 90 05,"Airport Sofia, Institute for Air Transport, Floor 1, Office 102, BG-1540 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia-airport/page_01.html
3190,,CARGO SYSTEM OOD,todor.paounov@cargo-system.com,www.cargo-system.com,+359 (0)2 937 3419,"1st Brussels Blvd, BL.3, FL.2, Office 4, BG-1540 Sofia Airport, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia-airport/page_01.html
3191,,EUROSPED JSC,sofia@eurosped.bg,www.eurosped.bg,+359 (0)2 919 91 91,"Bul Christopher Columbus 56, BG-1592 Sofia Airport, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia-airport/page_01.html
3192,,WERTA LTD,office@werta.net,www.werta.net,+359 (0)2 976 36 40,"Logistics Terminal, Industrial Area - South Kazichane, BG-1532 Sofia Airport, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia-airport/page_01.html
3193,,GOOD FAITH SHIPPING LTD,gfs@mail.bg,www.gfs.hit.bg,+359 (0)2 945 92 23,"BG-1540 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia-airport/page_01.html
3194,,INTERLOGISTICA LTD,sofairport@interlogistica.bg,www.interlogistica.bg,+359 (0)2 942 41 40,"IVT House, Room 103, BG-1000 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia-airport/page_01.html
3195,,M & M AIR CARGO SERVICE BULGARIA LTD,office@ap.mumairsof.com,www.mumnet.com,+359 (0)2 942 18 33,"1 Christopher Columbus Boulevard,  Cargo Terminal M&M, BG-1540 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia-airport/page_01.html
3196,,TEAM CARGO LTD,cargo@team-cargo.com,www.team-cargo.com,+359 (0)899 86 77 71,"BG-1540 Sofia Airport, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia-airport/page_01.html
3197,,COSMOS LOGISTICS LTD.,kristina@cltd.eu,cosmoslogistics.eu,+359 (0)52 600 288,"6, Petko Karavelov Str., Varna, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/varna/page_01.html
3198,,PLANET TRANS LTD,project@ruse.planettrans.bg,www.planettrans.bg,+359 52 685 750,"Bulgaria, 9000 Varna, 8 Pliska Street      ",http://www.cargoyellowpages.com/en/bulgaria/varna/page_01.html
3199,,MS SHIPPING LTD,sf@msshipping.net,www.msshipping.net,35952684881,"12-B Devnya Str 3-rd fl office 7, Varna, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/varna/page_01.html
3200,,DELTA SHIPPING SERVICES LTD,deltachart@gmail.com,www.dss-bg.com,+359 877 533503,"4, Kavala Str., Varna, Varna 9000-, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/varna/page_01.html
3201,,BULSPEDTRADE,office@bulspedtrade.com,www.bulspedtrade.com,+359 52 681 663,"4 Balik str, Varna 9001, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/varna/page_01.html
3202,,UNIMASTERS LOGISTICS SCS LTD,air@unimasters.com,www.unimasters.com,+359 (0)2 948 89 99,"Marine House, 40 Graf Ignatiev Street, BG-9000 Varna, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/varna/page_01.html
3203,,UNISHIPPING INTERNATIONAL LTD,info@unishipping.net,www.unishipping.net,+359 (0)52 60 67 57,"25 Tzar Simeon I Street, 5th Floor, Rooms 501-511, BG-9000 Varna, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/varna/page_01.html
3204,,WILHELMSEN SHIPS SERVICE LTD,wss.blacksea.freightforwarding@wilhelmsen.com,www.wilhelmsen.com/shipsservice,+359 (0)52 72 49 11,"Business Park Varna Building 1, 3rd floor, office 303, BG-9009 Varna, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/varna/page_01.html
3205,,WORLD TRANSPORT OVERSEAS BULGARIA LTD,sales_varna@wto.bg,www.wto.bg,+359 (0)52 64 86 93,"6 General Stoletov Str, Office 3, BG-9000 Varna, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/varna/page_01.html
3206,,AB LOGISTICS LTD,varna@ablogistics.net,www.ablogistics.net,+359 (0)52 68 44 00,"22 Ohrid Street, Fl 3, Office 1, BG-9000 Varna, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/varna/page_01.html
3207,,ABE LOGISTICS LTD,varop1@abelogistics.net,www.abelogistics.net,+359 (0)52 68 44 00,"22 Ohrid Street, 3rd Floor, Office 1, BG-9000 Varna, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/varna/page_01.html
3208,,ATLAS CARGO LTD,varna@atlas-cargo.bg,www.atlas-cargo.bg,+359 (0)52 960252,"Ul Tsar Simeon I 32, Floor 6, BG-9000 Varna, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/varna/page_01.html
3209,,INTERLOGISTICA LTD,sofairport@interlogistica.bg,www.interlogistica.bg,+359 (0)2 942 41 40,"32 Tsar Simeon Street, BG-9000 Varna, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/varna/page_01.html
3210,,LION SHIPPING & CHARTERING LTD,office.bg@ls-chartering.ro,www.ls-chartering.ro,+359 (0)52 61 15 64,"San Stefano No 10, Floor 5, Ap 10, BG-9000 Varna, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/varna/page_01.html
3211,,TRIUMPH MARITIME SA,varna@triumphmaritime.com,www.triumphmaritime.com,+359 (0)88 775 04 95,"Vazrazdane bl.26, Entr.3 Apt.2, Bourga, BG-9020 Varna, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/varna/page_01.html
3212,,VESLAM SHIPPING AND MANNING LTD,bulgaria@universalfreightorg.com,www.veslam.com,+359 (0)52 601220,"108 Devnya Str, Office 3, BG-9000 Varna, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/varna/page_01.html
3213,,AAROCO GLOBAL TRANS & LOGISTICS LTD.,sales.africa@aarocoglobal.com,www.aarocoglobal.com/,+33 1 70.03.84.08,"1275 Avenue de Aeroport 10, Ouagadougou, Burkina Faso      ",http://www.cargoyellowpages.com/en/burkina-faso/ouagadougou/page_01.html
3214,,TOSCO SHIPPING CO.,toscosarl@gmail.com,,22668283762,"Secteur 52 Patte D Oie, Ouagadougou, Kadiogo, Burkina Faso      ",http://www.cargoyellowpages.com/en/burkina-faso/ouagadougou/page_01.html
3215,,BRUSSELS AIRLINES CARGO (COMMERCIALISED BY AFRICA ...,ops.oua@africargoservices.com,www.brusselsairlines.com/en-be/b2b/info-and-services/cargo/default.aspx,+226 50 501 777,"Zone Fret, Aeroport International de Ouagadougou Imm. UCOBAM, 1er etage, Ouagadougou, Burkina F...      ",http://www.cargoyellowpages.com/en/burkina-faso/ouagadougou/page_01.html
3216,,PLATINUM SHIPPING & LOGISTICS LIMITED (PSL),wa.projects@pslghana.com,www.pslghana.com,+233 303 206752,"Rue 12, Zone 4 de  Ouagadougou, Burkina Faso      ",http://www.cargoyellowpages.com/en/burkina-faso/ouagadougou/page_01.html
3217,,FREIGHT & CUSTOMER SERVICE (FCS),burkinalogistics@lcalogisticsgroup.com,www.lcalogisticsgroup.com,+226 50 38.84.00,"Boulevard des Tansoaba, Ouagadougou, Burkina Faso      ",http://www.cargoyellowpages.com/en/burkina-faso/ouagadougou/page_01.html
3218,,NAVITRANS - BURKINA,zongodieudonne@yahoo.fr,,+226 50 38.84.92,"BP2660, Bvd Des Tansoaba sect 15, Ouagadougou 01, Burkina Faso      ",http://www.cargoyellowpages.com/en/burkina-faso/ouagadougou/page_01.html
3219,,EXPRESS HANDLING SERVICES,operations1@ehs.fr or operations2@ehs.fr,www.ehs.fr,+33 1 70.03.84.07,", Burkina Faso      ",http://www.cargoyellowpages.com/en/burkina-faso/ouagadougou/page_01.html
3220,,AL HEELAM TOURS & TRAVELS (B) LTD,burundi@alheelamcargo.com,www.alheelamcargo.com,+257 2 42646,"Boul-Patrice Lumumba, Face De La Poste, Bujumbura, Burundi      ",http://www.cargoyellowpages.com/en/burundi/bujumbura/page_01.html
3221,,BRUCARGO AIR FREIGHT BURUNDI,dgbrucargo@usan-bu.net,www.brucargoairfreight.be,+257 22 242715,"BP 1761, Bujumbura, Burundi      ",http://www.cargoyellowpages.com/en/burundi/bujumbura/page_01.html
3222,,FREIGHT IN TIME (BU) LTD,,www.freightintime.com,+250 5510-4587,"Avenue de la RDC, Immeuble Agape House, 1st Floor, Bujumbura, Burundi      ",http://www.cargoyellowpages.com/en/burundi/bujumbura/page_01.html
3223,,SPEDAG BURUNDI SARL,bastian.schmitz@rw.spedag.com,www.mrspedag.com,+257 22 222092,"Avenue Des Grands Lacs 28,  1648, Burundi      ",http://www.cargoyellowpages.com/en/burundi/bujumbura/page_01.html
3224,,SWIFT FREIGHT (BURUNDI) LIMITED SA,sfibjm.operations@swiftfreight.com,www.swiftfreight.com,+257 22 217750,"6417/A Quartier Asiatique, Bujumbura, Burundi      ",http://www.cargoyellowpages.com/en/burundi/bujumbura/page_01.html
3225,,RAPID FREIGHT INTERNATIONAL S.U.R.L,rfi.burundi@rapidfreightintl.com,www.rapidfreightintl.com,+257 22 222618,"Chaussee Prince Louis Rwagasore, Bujumbura, Burundi      ",http://www.cargoyellowpages.com/en/burundi/bujumbura/page_01.html
3226,,SODETRA SPRL BURUNDI,info@sodetra.com,www.ww.sodetra.com,+257 22 215841,"8 Rue des Usines, Quartier Industriel, B.P 2096, Bujumbura, Burundi      ",http://www.cargoyellowpages.com/en/burundi/bujumbura/page_01.html
3227,,"ROYAL CARGO COMBINED LOGISTICS, SSEZ OFFICE",huon.hok@royalcargo.com,www.royalcargo.com,+855 (12) 809072,"Add. No. 4, National Road 212 Km., Prey Nob District, Sihanoukville, Cambodia      ",http://www.cargoyellowpages.com/en/cambodia/krong-preah-sihanouk/page_01.html
3228,,TIME FREIGHT CAMBODIA CO. LTD.,kenpay@timefreight.com.kh,www.timefreight.com.kh/,+855 (0)1287 0816,"Premier Office Center: Building No. 184, Room 5D, Preah Monireth, S/K Tumnop Toek, Khan Chamkar...      ",http://www.cargoyellowpages.com/en/cambodia/phnom-penh/page_01.html
3229,,CONFLUENCES LOGISTICS,olivier.guillot@confluences.com.kh,www.confluences.com.kh/presentation-logistics/,+(855) 0129811131,"20b Street 282 , BKK1, Phnom Penh, Cambodia      ",http://www.cargoyellowpages.com/en/cambodia/phnom-penh/page_01.html
